							
Synechocystis sp. PCC 6803							
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
1126	fmt	slr0070	16331503	1	2600705	2601697	1
1126	natA	slr0467	16331504	1	2601733	2602536	2
1126	-	slr0468	16331505	1	2602472	2603782	3
1127	-	slr0073	16331742	1	2869752	2870699	1
1128	ycf24	slr0074	16331744	1	2871674	2873116	1
1128	ycf16	slr0075	16331745	1	2873258	2874028	2
1128	-	slr0076	16331746	1	2874164	2875525	3
1128	nifS	slr0077	16331747	1	2875593	2876855	4
1129	-	slr0078	16331752	1	2880766	2881155	1
1130	gspE	slr0079	16331753	1	2881378	2883819	1
1131	rnhA	slr0080	16331755	1	2884357	2884839	1
1132	-	slr0081	16331756	1	2885022	2885810	1
1133	-	slr0082	16331757	1	2886182	2887513	1
1134	deaD	slr0083	16331758	1	2887644	2889122	1
1135	hisH	slr0084	16331760	1	2890566	2891198	1
1136	-	slr0086	16331762	1	2893184	2894779	1
1137	crtO	slr0088	16331763	1	2894946	2896574	1
1137	erg6	slr0089	16331764	1	2896657	2897610	2
1137	ppd	slr0090	16331765	1	2897634	2898653	3
1137	-	slr0091	16331766	1	2898710	2900080	4
1137	-	slr0092	16331767	1	2900089	2900862	5
1138	dnaJ	slr0093	16331768	1	2900980	2901978	1
1138	-	slr0095	16331769	1	2902007	2902669	2
1139	-	slr0096	16331770	1	2902831	2904501	1
1139	-	slr0498	16331771	1	2904531	2905235	2
1140	-	slr0099	16331832	1	2968169	2969188	1
1141	-	slr0103	16331835	1	2972215	2973222	1
1141	-	slr0104	16331836	1	2973268	2975703	2
1142	-	slr0105	16331839	1	2978508	2979896	1
1142	-	slr0106	16331840	1	2979896	2980600	2
1143	-	slr0109	16331846	1	2986238	2987194	1
1144	-	slr0110	16331850	1	2992055	2992690	1
1145	-	slr0111	16331851	1	2992802	2993323	1
1146	-	slr0112	16331852	1	2993505	2994062	1
1147	-	slr0114	16331853	1	2994185	2995717	1
1148	-	slr0115	16331854	1	2995908	2996633	1
1148	-	slr0116	16331855	1	2996695	2997441	2
1149	thiC	slr0118	16331858	1	2999181	3000560	1
1150	brkB	slr0119	16331859	1	3000786	3001742	1
1151	-	slr0120	16331860	1	3002075	3002797	1
1152	-	slr0121	16331861	1	3002966	3004453	1
1153	-	slr0142	16331136	1	2172365	2173099	1
1154	-	slr0143	16331137	1	2173197	2176772	1
1155	-	slr0144	16331138	1	2177115	2177903	1
1155	-	slr0145	16331139	1	2177900	2178310	2
1155	-	slr0146	16331140	1	2178325	2178837	3
1156	-	slr0147	16331141	1	2178627	2179505	1
1156	-	slr0148	16331142	1	2179459	2180019	2
1157	-	slr0149	16331143	1	2180073	2180543	1
1158	petF	slr0150	16331144	1	2180577	2180888	1
1159	-	slr0151	16331145	1	2181013	2181975	1
1159	-	slr0152	16331146	1	2182063	2183958	2
1160	clpB	slr0156	16331154	1	2194405	2197101	1
1160	-	slr0157	16331155	1	2197132	2197620	2
1161	pilT	slr0161	16331158	1	2202944	2204053	1
1161	gspF	slr0162	16331159	1	2204157	2204654	2
1162	pilC	slr0163	16331160	1	2204476	2205372	1
1163	clpP	slr0164	16331161	1	2205774	2206451	1
1164	clpP	slr0165	16331162	1	2206551	2207159	1
1165	-	slr0168	16331249	1	2300515	2302446	1
1166	-	slr0169	16331250	1	2302638	2303279	1
1167	ycf37	slr0171	16331251	1	2303507	2304034	1
1167	guaB	slr0172	16331252	1	2304094	2304561	2
1168	-	slr0179	16331268	1	2325864	2326937	1
1169	-	slr0180	16331269	1	2327013	2328029	1
1170	recO	slr0181	161344755	1	2329304	2330119	1
1171	-	slr0184	16331278	1	2335706	2336326	1
1172	pyrE	slr0185	16331279	1	2336427	2337023	1
1173	leuA	slr0186	16331281	1	2338636	2340237	1
1174	lytB	slr0191	16331612	1	2722431	2724038	1
1174	-	slr0192	16331613	1	2724075	2724419	2
1175	-	slr0193	16331614	1	2724648	2725103	1
1176	rpiA	slr0194	16331615	1	2725326	2726033	1
1176	-	slr0195	16331616	1	2726089	2726640	2
1176	-	slr0196	16331617	1	2726676	2727059	3
1176	-	slr0197	16331618	1	2727047	2728708	4
1177	-	slr0199	16331620	1	2730649	2731563	1
1178	hdrB	slr0201	16331622	1	2733081	2733986	1
1179	-	slr0204	16331630	1	2740911	2741327	1
1180	-	slr0207	16331632	1	2743295	2744917	1
1181	-	slr0208	16331633	1	2744987	2745766	1
1182	-	slr0209	16331635	1	2746288	2747334	1
1183	-	slr0210	16331636	1	2747604	2748857	1
1184	-	slr0211	16331638	1	2749230	2750441	1
1185	metH	slr0212	16331640	1	2751026	2754613	1
1186	guaA	slr0213	16331412	1	2504415	2506043	1
1187	-	slr0214	16331413	1	2506131	2507405	1
1188	cobU	slr0216	16331415	1	2508477	2509034	1
1189	-	slr0217	16331416	1	2509162	2509584	1
1190	glyS	slr0220	16331421	1	2513806	2515974	1
1191	-	slr0222	16331424	1	2518321	2521857	1
1192	-	slr0224	16331426	1	2523867	2524562	1
1193	-	slr0226	16331430	1	2526633	2528081	1
1194	ftsH	slr0228	16331432	1	2529009	2530892	1
1195	mmsB	slr0229	16331435	1	2532823	2533695	1
1196	-	slr0230	16331436	1	2534106	2534954	1
1196	-	slr0231	16331437	1	2534997	2535455	2
1197	-	slr0232	16331439	1	2536824	2537480	1
1197	trxM	slr0233	16331440	1	2537521	2537838	2
1198	glgX	slr0237	16329290	1	138295	140535	1
1198	-	slr0238	16329291	1	140585	141007	2
1199	cbiF	slr0239	16329293	1	141648	142442	1
1200	-	slr0240	16329294	1	142559	142981	1
1200	-	slr0241	16329295	1	142981	143826	2
1201	bcp	slr0242	16329296	1	144061	144543	1
1201	-	slr0243	16329297	1	144554	145081	2
1202	-	slr0244	16329299	1	145761	146615	1
1203	-	slr0245	16329301	1	146980	147894	1
1204	-	slr0249	16329307	1	153622	153996	1
1205	-	slr0250	16329308	1	154143	154679	1
1205	-	slr0251	16329309	1	154703	155461	2
1205	cobK	slr0252	16329310	1	155473	156258	3
1206	-	slr0254	16329317	1	160258	161058	1
1207	ctpB	slr0257	16329323	1	168533	169921	1
1208	cobA	slr0260	16330528	1	1507481	1508092	1
1209	ndhH	slr0261	16330531	1	1509990	1511174	1
1209	-	slr0262	16330532	1	1511217	1511621	2
1209	-	slr0263	16330533	1	1511672	1511977	3
1209	-	slr0264	16330534	1	1512016	1513125	4
1210	-	slr0265	16330535	1	1513225	1514010	1
1211	rbgA	slr0267	16330541	1	1519114	1519953	1
1212	-	slr0269	16330544	1	1522300	1522899	1
1213	-	slr0270	16330545	1	1522990	1523310	1
1214	-	slr0271	16330548	1	1524568	1525086	1
1215	-	slr0272	16330549	1	1525205	1526182	1
1215	-	slr0273	16330550	1	1526224	1527174	2
1216	-	slr0280	16331087	1	2105813	2107645	1
1217	-	slr0284	16331098	1	2123646	2123996	1
1218	-	slr0285	16331099	1	2124296	2124973	1
1218	-	slr0286	16331100	1	2124966	2126246	2
1219	glnN	slr0288	16331104	1	2128767	2130941	1
1220	-	slr0291	16331105	1	2131105	2131539	1
1221	-	slr0292	16331108	1	2132796	2133545	1
1222	gcvP	slr0293	16331110	1	2134202	2137153	1
1223	-	slr0294	16331111	1	2137259	2137738	1
1223	-	slr0392	16331112	1	2137686	2138081	2
1223	-	slr0393	16331113	1	2138074	2138439	3
1224	fraH	slr0298	16331866	1	3009463	3010095	1
1224	-	slr0299	16331867	1	3010157	3010864	2
1224	-	slr0300	16331868	1	3010840	3011424	3
1225	ppsA	slr0301	16331869	1	3011672	3014128	1
1226	-	slr0302	16331870	1	3014390	3016696	1
1227	-	slr0303	16331871	1	3017183	3018151	1
1227	-	slr0304	16331872	1	3018204	3019214	2
1227	-	slr0305	16331873	1	3019261	3019890	3
1228	-	slr0306	16331874	1	3020301	3021821	1
1229	-	slr0309	16331878	1	3026236	3027657	1
1230	-	slr0311	16331882	1	3032496	3034775	1
1230	-	slr0312	16331883	1	3034783	3035412	2
1231	-	slr0313	16331884	1	3035634	3036191	1
1231	-	slr0314	16331885	1	3036234	3037064	2
1232	-	slr0315	16331886	1	3037310	3038044	1
1233	-	slr0316	16331887	1	3038375	3039166	1
1234	-	slr0317	16331888	1	3039858	3040721	1
1234	-	slr0318	16331889	1	3040804	3041415	2
1235	blaOXA-3	slr0319	16331890	1	3041494	3042408	1
1236	-	slr0320	16331221	1	2267490	2269085	1
1237	era	slr0321	16331223	1	2270624	2271571	1
1237	-	slr0322	16331224	1	2271581	2274868	2
1237	ams1	slr0323	16331225	1	2274868	2277996	3
1237	-	slr0324	16331226	1	2277989	2278873	4
1237	-	slr0325	16331227	1	2278921	2279406	5
1238	-	slr0326	16331230	1	2280998	2281441	1
1239	hitB	slr0327	16331231	1	2281509	2283182	1
1239	-	slr0328	16331232	1	2283232	2283705	2
1240	xylR	slr0329	16331233	1	2283794	2284777	1
1241	ndhD	slr0331	16331239	1	2287948	2289525	1
1242	-	slr0333	16331240	1	2289704	2290024	1
1243	-	slr0334	16331241	1	2290089	2290421	1
1244	apcE	slr0335	16331244	1	2292188	2294878	1
1245	-	slr0337	16331245	1	2295152	2297341	1
1246	-	slr0338	16331248	1	2299347	2300441	1
1247	petB	slr0342	16331351	1	2428010	2428678	1
1248	petD	slr0343	16331352	1	2428809	2429291	1
1249	rfbW	slr0344	16331353	1	2429543	2430964	1
1250	-	slr0345	16331354	1	2431092	2431499	1
1251	rnc	slr0346	16331355	1	2431704	2432438	1
1252	-	slr0347	16331358	1	2436443	2437228	1
1253	-	slr0348	16331361	1	2439092	2440312	1
1254	-	slr0350	16331363	1	2441098	2441883	1
1255	-	slr0351	16331364	1	2442058	2443308	1
1256	-	slr0352	16331366	1	2443999	2444847	1
1257	-	slr0353	16331368	1	2445550	2445915	1
1258	-	slr0354	16331370	1	2447491	2448123	1
1259	-	slr0355	16331372	1	2454087	2455082	1
1260	-	slr0356	16331373	1	2455121	2455711	1
1261	hisS	slr0357	16331375	1	2456935	2458278	1
1261	-	slr0358	16331376	1	2458253	2459377	2
1262	-	slr0359	16331282	1	2340322	2344056	1
1263	-	slr0360	16331283	1	2344152	2345759	1
1263	-	slr0361	16331284	1	2345797	2346546	2
1263	-	slr0362	16331285	1	2346573	2347127	3
1264	-	slr0363	16331288	1	2350372	2350983	1
1265	-	slr0364	16331289	1	2351323	2360412	1
1266	-	slr0366	16331290	1	2360457	2365685	1
1267	-	slr0369	16331291	1	2365930	2369181	1
1268	gabD	slr0370	16331292	1	2369282	2370646	1
1269	-	slr0373	16331296	1	2375068	2375448	1
1270	-	slr0374	16331297	1	2375539	2377044	1
1271	-	slr0376	16331298	1	2377177	2377527	1
1272	-	slr0377	16331299	1	2377709	2378938	1
1272	-	slr0378	16331300	1	2378981	2381095	2
1272	-	slr0379	16331301	1	2381041	2381751	3
1272	-	slr0380	16331302	1	2381748	2383127	4
1273	-	slr0381	16331303	1	2383241	2383636	1
1274	-	slr0383	16331305	1	2385351	2385911	1
1274	-	slr0384	16331306	1	2385939	2387168	2
1275	-	slr0386	16331310	1	2390216	2391454	1
1276	nifS	slr0387	16331311	1	2391547	2392707	1
1276	-	slr0388	16331312	1	2392729	2393403	2
1277	pgk	slr0394	304569549	1	2139193	2140395	1
1278	ntcB	slr0395	16331116	1	2140664	2141593	1
1279	-	slr0397	16331121	1	2146801	2147376	1
1280	-	slr0398	16331122	1	2147548	2148033	1
1281	ycf39	slr0399	16331123	1	2148253	2149233	1
1282	ppnK	slr0400	16331124	1	2149333	2150250	1
1282	-	slr0401	16331125	1	2150247	2151401	2
1283	-	slr0402	16331126	1	2151606	2152190	1
1284	-	slr0404	16331128	1	2152932	2153933	1
1285	pyrC	slr0406	16331133	1	2157442	2158470	1
1286	-	slr0407	16331134	1	2158543	2159355	1
1287	-	slr0408	16331135	1	2159620	2172219	1
1288	napA	slr0415	16331580	1	2684959	2687055	1
1288	-	slr0416	16331581	1	2687109	2687549	2
1289	gyrA	slr0417	16331582	1	2687952	2690534	1
1289	-	slr0418	16331583	1	2690534	2691445	2
1290	-	slr0420	16331594	1	2699172	2699855	1
1291	-	slr0421	16331595	1	2700069	2700818	1
1292	rlpA	slr0423	16331599	1	2706733	2707698	1
1293	folE	slr0426	16331608	1	2718050	2718754	1
1294	-	slr0427	16331609	1	2718963	2720213	1
1295	-	slr0431	16331445	1	2542935	2543687	1
1296	efp	slr0434	16331453	1	2549388	2549951	1
1296	accB	slr0435	16331454	1	2550059	2550523	2
1297	ccmK	slr0436	16331455	1	2550753	2551646	1
1298	-	slr0438	16331459	1	2555593	2555916	1
1299	-	slr0439	16331461	1	2556814	2558319	1
1300	-	slr0440	16331466	1	2562056	2562859	1
1301	-	slr0442	16331063	1	2080885	2082720	1
1302	-	slr0443	16331069	1	2087356	2087733	1
1303	aroA	slr0444	16331071	1	2088680	2090023	1
1304	-	slr0445	16331076	1	2095034	2095666	1
1305	dnaX	slr0446	16331080	1	2097643	2098602	1
1306	amiC	slr0447	16331081	1	2098921	2100261	1
1307	sms	slr0448	16331082	1	2100463	2101980	1
1308	-	slr0449	16332256	1	3482568	3483284	1
1309	ski2	slr0451	16332264	1	3493885	3496905	1
1310	ilvD	slr0452	16332267	1	3498903	3500588	1
1311	-	slr0453	16332268	1	3500713	3503178	1
1312	-	slr0454	16332271	1	3504240	3506969	1
1312	-	slr0455	16332272	1	3507027	3507452	2
1313	-	slr0456	16332273	1	3507523	3507999	1
1314	truB	slr0457	16332274	1	3508111	3509001	1
1315	-	slr0458	16332275	1	3509112	3509747	1
1316	-	slr0459	304569553	1	3510030	3511580	1
1317	-	slr0460	16332277	1	3511818	3512291	1
1318	-	slr0462	16332280	1	3513516	3514040	1
1319	rpsD	slr0469	16331506	1	2603947	2604555	1
1320	phy	slr0473	16331509	1	2607812	2610058	1
1320	-	slr0474	16331510	1	2610073	2610516	2
1321	-	slr0476	16331512	1	2612907	2613317	1
1322	purN	slr0477	16331514	1	2613717	2614370	1
1322	-	slr0479	16331515	1	2614367	2615089	2
1322	ycf46	slr0480	16331516	1	2615100	2616599	3
1322	-	slr0482	16331517	1	2616624	2617382	4
1322	-	slr0483	16331518	1	2617440	2617889	5
1323	-	slr0484	16331519	1	2618067	2620094	1
1323	-	slr0487	16331520	1	2620171	2620662	2
1324	-	slr0488	16331521	1	2620798	2622399	1
1325	-	slr0489	16331522	1	2622526	2622981	1
1325	-	slr0491	16331523	1	2622968	2623402	2
1325	menE	slr0492	16331524	1	2623414	2624907	3
1326	rfbM	slr0493	16331525	1	2625095	2625481	1
1327	-	slr0495	16331528	1	2628002	2628742	1
1327	-	slr0496	16331529	1	2628783	2629112	2
1328	hisB	slr0500	16331773	1	2906797	2907429	1
1329	cobW	slr0502	16331779	1	2911990	2913048	1
1329	-	slr0503	16331780	1	2913111	2914124	2
1329	-	slr0505	16331781	1	2914134	2914706	3
1330	pcr	slr0506	16331782	1	2914828	2915796	1
1331	-	slr0509	16331786	1	2918957	2919574	1
1332	-	slr0510	16331787	1	2919706	2921223	1
1333	-	slr0513	16331793	1	2924779	2925819	1
1334	-	slr0514	16331794	1	2925899	2926786	1
1334	-	slr0516	16331795	1	2926783	2927283	2
1335	-	slr0517	16331798	1	2930768	2931382	1
1336	abfB	slr0518	16331799	1	2931476	2932009	1
1337	-	slr0519	16331800	1	2932211	2932513	1
1337	purL	slr0520	16331801	1	2932510	2933184	2
1337	-	slr0521	16331802	1	2933159	2934172	3
1338	-	slr0522	16331803	1	2934430	2935320	1
1339	bioD	slr0523	16331807	1	2939802	2940515	1
1340	chlM	slr0525	16332013	1	3182315	3183007	1
1340	panB	slr0526	16332014	1	3183014	3183796	2
1340	exsB	slr0527	16332015	1	3183756	3184571	3
1341	murE	slr0528	16332016	1	3184733	3186250	1
1342	-	slr0529	16332018	1	3188483	3189748	1
1342	-	slr0530	16332019	1	3189929	3190768	2
1342	-	slr0531	16332020	1	3190768	3191664	3
1343	-	slr0533	16332022	1	3192683	3193900	1
1343	slt	slr0534	16332023	1	3193999	3196542	2
1344	-	slr0535	16332024	1	3196783	3198624	1
1345	hemE	slr0536	16332025	1	3198731	3199783	1
1346	-	slr0537	16332028	1	3201688	3202689	1
1347	-	slr0541	16332036	1	3211808	3212518	1
1348	clpP	slr0542	16332037	1	3212598	3213194	1
1349	trpB	slr0543	16332038	1	3213272	3214510	1
1350	-	slr0544	16332040	1	3217855	3218655	1
1351	-	slr0545	16332043	1	3220162	3221106	1
1352	trpC	slr0546	16332064	1	3240181	3241068	1
1353	asd	slr0549	304569552	1	3248310	3249326	1
1353	dapA	slr0550	16332071	1	3249386	3250291	2
1354	-	slr0551	16332072	1	3250985	3252907	1
1355	-	slr0552	16332073	1	3252992	3253726	1
1356	-	slr0553	16332074	1	3253809	3254414	1
1357	-	slr0554	16332075	1	3254560	3257670	1
1358	-	slr0556	16332078	1	3261406	3262062	1
1359	valS	slr0557	16332082	1	3264290	3267022	1
1360	natB	slr0559	16331678	1	2799650	2801014	1
1361	-	slr0565	16331684	1	2806082	2807059	1
1362	-	slr0569	16331687	1	2810100	2811593	1
1363	-	slr0572	16331692	1	2815069	2815509	1
1364	-	slr0573	16331695	1	2816517	2816960	1
1365	cyp	slr0574	16331698	1	2817862	2819196	1
1366	-	slr0575	16331699	1	2819323	2819877	1
1367	-	slr0579	16331701	1	2822101	2822454	1
1368	-	slr0580	16331703	1	2823646	2824893	1
1369	-	slr0581	16331704	1	2825023	2825355	1
1369	-	slr0582	16331705	1	2825331	2825711	2
1370	-	slr0583	16331708	1	2828140	2829072	1
1370	-	slr0825	16331709	1	2829098	2831011	2
1371	argG	slr0585	16332301	1	3533844	3535046	1
1372	-	slr0586	16332302	1	3535165	3535938	1
1373	-	slr0587	16332303	1	3536090	3536422	1
1374	-	slr0588	16332306	1	3538411	3538803	1
1374	-	slr0589	16332307	1	3538833	3539387	2
1375	-	slr0590	16332308	1	3539496	3540212	1
1376	-	slr0591	16332312	1	3543143	3544210	1
1377	-	slr0592	16332315	1	3546840	3548315	1
1378	-	slr0593	16332316	1	3548402	3549706	1
1379	-	slr0594	16332318	1	3551159	3552382	1
1380	-	slr0596	16332320	1	3553097	3553918	1
1380	purH	slr0597	16332321	1	3553851	3555512	2
1381	-	slr0598	16332324	1	3557139	3557447	1
1381	-	slr0599	16332325	1	3557481	3559088	2
1381	-	slr0600	16332326	1	3559199	3560179	3
1382	-	slr0601	16332327	1	3560323	3560709	1
1382	-	slr0602	16332328	1	3560755	3561144	2
1383	dnaE	slr0603	16332330	1	3561946	3564639	1
1384	lepA	slr0604	16332331	1	3564838	3566649	1
1385	-	slr0605	16332332	1	3566761	3567720	1
1386	-	slr0606	16332333	1	3568022	3568975	1
1387	-	slr0607	16332334	1	3569134	3569523	1
1388	hisI	slr0608	16332335	1	3569627	3570319	1
1389	-	slr0609	16332336	1	3570424	3571575	1
1390	-	slr0610	16332337	1	3571711	3572403	1
1391	sds	slr0611	16329171	1	3573271	772	1
1392	-	slr0612	16329172	1	937	1494	1
1393	-	slr0613	16329173	1	1577	2098	1
1394	-	slr0615	16331814	1	2946344	2948086	1
1395	-	slr0616	16331815	1	2948563	2949819	1
1396	-	slr0617	16331817	1	2951099	2952454	1
1397	cbiP	slr0618	16331819	1	2954506	2956089	1
1397	-	slr0619	16331820	1	2956107	2957153	2
1397	-	ssr1041	16331821	1	2957125	2957364	3
1398	trxA	slr0623	16331825	1	2961120	2961443	1
1399	-	slr0624	16331828	1	2963397	2964512	1
1399	-	slr0625	16331829	1	2964570	2966033	2
1400	-	slr0626	16331831	1	2966735	2967931	1
1401	rpsN	slr0628	16331546	1	2644795	2645097	1
1402	-	slr0630	16331548	1	2646623	2647282	1
1403	thiG	slr0633	16331553	1	2653153	2655123	1
1404	-	slr0634	16331554	1	2655459	2656037	1
1405	-	slr0635	16331555	1	2656139	2657077	1
1406	cobS	slr0636	16331557	1	2657850	2658632	1
1407	-	slr0637	16331558	1	2659080	2659865	1
1407	glyQ	slr0638	16331559	1	2659905	2660804	2
1407	-	slr0639	16331560	1	2660854	2661744	3
1408	-	slr0640	16331561	1	2661959	2663284	1
1409	-	slr0642	16331564	1	2664403	2665887	1
1410	-	slr0643	16331565	1	2666040	2667521	1
1411	-	slr0644	16331567	1	2669089	2670156	1
1412	-	slr0645	16331570	1	2674101	2674721	1
1412	dacB	slr0646	16331571	1	2674736	2676196	2
1413	metG	slr0649	16331573	1	2678140	2679738	1
1414	-	slr0650	16331574	1	2679884	2680489	1
1415	-	slr0651	16332127	1	3318829	3319212	1
1416	hisA	slr0652	16332128	1	3319281	3320051	1
1417	rpoDI	slr0653	16332132	1	3323275	3324552	1
1418	-	slr0654	16332133	1	3330281	3331042	1
1418	-	slr0655	16332134	1	3331045	3331587	2
1418	-	slr0656	16332135	1	3331625	3332821	3
1419	lysC	slr0657	16332136	1	3333244	3335046	1
1420	-	slr0658	16332137	1	3335247	3336242	1
1421	prlC	slr0659	16332138	1	3336407	3338548	1
1422	proC	slr0661	16332139	1	3338682	3339485	1
1423	speA	slr0662	16332143	1	3342857	3344944	1
1424	-	slr0665	16332149	1	3348690	3351296	1
1425	-	slr0666	16332150	1	3351526	3352353	1
1426	-	slr0667	16332151	1	3352682	3353203	1
1426	-	slr0668	16332152	1	3353196	3353732	2
1427	cysC	slr0676	16329549	1	414871	415404	1
1428	exbB	slr0677	16329550	1	415562	416245	1
1428	-	slr0678	16329551	1	416356	417165	2
1428	fmu	slr0679	16329552	1	417201	418541	3
1429	-	slr0680	16329553	1	418704	419126	1
1430	-	slr0681	16329554	1	418963	420264	1
1431	hisD	slr0682	16329555	1	420502	421731	1
1432	-	slr0686	16329564	1	429810	430169	1
1433	pleD	slr0687	16329566	1	431350	432795	1
1434	-	slr0688	16329569	1	436234	437265	1
1435	ycf45	slr0692	16329574	1	442164	443933	1
1436	-	slr0697	16331930	1	3084677	3088435	1
1436	-	slr0698	16331931	1	3088419	3088883	2
1437	-	slr0699	16331932	1	3089093	3089515	1
1438	-	slr0700	16331933	1	3089656	3091014	1
1439	merR	slr0701	16331934	1	3091244	3091657	1
1440	-	slr0702	16331935	1	3091764	3093017	1
1441	polA	slr0707	16331949	1	3104142	3107102	1
1442	-	slr0708	16331950	1	3107285	3108493	1
1443	-	slr0709	16331956	1	3111996	3112388	1
1444	gdhA	slr0710	16331957	1	3112517	3113803	1
1445	-	slr0711	16331958	1	3113874	3114287	1
1446	-	slr0712	16331959	1	3114479	3115447	1
1447	tgt	slr0713	16331965	1	3118391	3119515	1
1448	-	slr0719	16331545	1	2643403	2644569	1
1448	-	ST6803t33		1	2644623	2644695	2
1449	me	slr0721	16329255	1	99402	100793	1
1450	-	slr0722	16329261	1	108290	109201	1
1450	-	slr0723	16329262	1	109222	110313	2
1451	sohA	slr0724	16329263	1	110392	110724	1
1452	-	slr0725	16329264	1	110808	111224	1
1453	-	slr0727	16329265	1	111585	112559	1
1454	-	slr0728	16329266	1	113025	114188	1
1455	-	slr0729	16329267	1	114319	114624	1
1456	-	slr0730	16329268	1	114874	115272	1
1457	-	slr0731	16329269	1	115269	116477	1
1458	-	slr0732	16329271	1	117869	118336	1
1459	xerC	slr0733	16329274	1	120719	121660	1
1460	-	slr0734	16329276	1	122287	123405	1
1461	psaD	slr0737	16329280	1	126639	127064	1
1462	trpE	slr0738	16329281	1	127186	128712	1
1463	crtE	slr0739	16329282	1	128802	129710	1
1464	-	slr0740	16329283	1	129791	130186	1
1465	phoU	slr0741	16329285	1	131116	131790	1
1466	-	slr0742	16329286	1	131877	132407	1
1466	nusA	slr0743	16329287	1	132483	133859	2
1466	-	slr0743a	109150011	1	133923	134177	3
1467	infB	slr0744	16329288	1	134437	137442	1
1467	-	slr0236	16329289	1	137444	138112	2
1468	ggtA	slr0747	16332201	1	3410761	3411852	1
1469	-	slr0748	16332204	1	3414833	3415525	1
1470	chlL	slr0749	16332205	1	3415989	3416924	1
1471	chlN	slr0750	16332206	1	3417442	3418851	1
1472	-	slr0751	16332208	1	3419545	3420291	1
1472	eno	slr0752	16332209	1	3420416	3421714	2
1473	p	slr0753	16332211	1	3423032	3424381	1
1474	-	slr0755	16332216	1	3428383	3428940	1
1474	-	ssr1258	16332217	1	3428962	3429171	2
1475	-	slr0756	16332220	1	3433362	3434261	1
1476	-	slr0757	16332221	1	3434388	3434705	1
1477	-	slr0758	16332222	1	3434876	3436435	1
1478	-	slr0765	16331970	1	3123182	3125035	1
1479	-	slr0769	16331313	1	2393493	2394107	1
1480	-	slr0770	16331314	1	2394232	2394552	1
1480	-	slr0771	16331315	1	2394536	2394871	2
1481	chlB	slr0772	16331316	1	2395103	2396629	1
1482	-	slr0773	16331317	1	2396761	2397441	1
1483	secD	slr0774	16331320	1	2400914	2402332	1
1483	secF	slr0775	16331321	1	2402393	2403340	2
1484	lpxD	slr0776	16331322	1	2403473	2404507	1
1485	-	slr0779	16331333	1	2412178	2412798	1
1486	nrdR	slr0780	16331336	1	2414833	2415318	1
1487	-	slr0782	16331344	1	2420030	2421445	1
1488	tpiA	slr0783	16331347	1	2423621	2424349	1
1488	-	slr0784	16331348	1	2424368	2425390	2
1488	-	slr0341	16331349	1	2425387	2426343	3
1489	map	slr0786	16331892	1	3042789	3043613	1
1490	-	slr0787	16331894	1	3044833	3045852	1
1490	-	slr0788	16331895	1	3045877	3047265	2
1491	-	slr0789	16331896	1	3047714	3048271	1
1491	umuC	slr0790	16331897	1	3048285	3048635	2
1492	-	slr0793	16331900	1	3051086	3051733	1
1492	-	slr0794	16331901	1	3051772	3054936	2
1492	-	slr0795	16331902	1	3054872	3055699	3
1493	nreB	slr0796	16331903	1	3055814	3057151	1
1494	-	slr0797	16331905	1	3058411	3060339	1
1495	-	slr0798	16331908	1	3061357	3063522	1
1496	-	slr0799	16331912	1	3066429	3066752	1
1496	-	slr0800	16331913	1	3066749	3067177	2
1497	-	slr0801	16331920	1	3072406	3073656	1
1498	dacB	slr0804	16330697	1	1684928	1685872	1
1498	-	slr0806	16330698	1	1685899	1687218	2
1499	gcp	slr0807	16330701	1	1688213	1689259	1
1499	rimM	slr0808	16330702	1	1689313	1689870	2
1500	rfbB	slr0809	16330703	1	1689948	1690934	1
1501	-	slr0810	16330704	1	1691083	1691442	1
1502	-	slr0812	16330712	1	1697993	1698766	1
1502	-	slr0813	16330713	1	1698811	1699980	2
1503	entC	slr0817	16330721	1	1704375	1705799	1
1504	-	slr0818	16330722	1	1705868	1707223	1
1504	lnt	slr0819	161344759	1	1707266	1708876	2
1504	-	ssr1391	16330724	1	1708873	1709154	3
1505	-	slr0820	16330725	1	1709232	1710668	1
1506	-	slr0821	16330728	1	1712080	1712409	1
1507	-	slr0822	16330730	1	1713409	1716270	1
1507	ycf3	slr0823	16330731	1	1716379	1716900	2
1508	alr	slr0827	16331712	1	2831881	2833083	1
1509	-	slr0829	16331713	1	2833378	2835867	1
1510	dnaB	slr0833	16331718	1	2839957	2842575	1
1511	moxR	slr0835	16331719	1	2842772	2843683	1
1511	rfbB	slr0836	16331720	1	2843714	2844742	2
1512	purM	slr0838	16331723	1	2847323	2848348	1
1513	hemH	slr0839	16331725	1	2849096	2850259	1
1514	-	slr0841	16331728	1	2853611	2854486	1
1515	-	slr0842	16331729	1	2854916	2856130	1
1516	ndhF	slr0844	16331732	1	2857874	2859919	1
1517	-	slr0845	16331734	1	2860500	2861072	1
1518	-	slr0846	16331737	1	2862558	2863031	1
1519	coaD	slr0847	16331739	1	2867372	2867851	1
1519	-	slr0848	16331740	1	2867917	2868750	2
1519	gidB	slr0072	16331741	1	2868767	2869561	3
1520	ndh	slr0851	16330379	1	1337299	1338636	1
1521	-	slr0852	16330380	1	1338727	1339155	1
1521	rimI	slr0853	16330381	1	1339155	1339631	2
1521	phr	slr0854	16330382	1	1339656	1341122	3
